Short name,Name,Alias/MPC cpde,Alternative,Suggested standard name
,San Pedro Martir,679,,San Pedro Martir
,San Polo A Mosciano,632,,San Polo A Mosciano
,"Sanderphil Urban Observatory, Civitavecchia",L26,,"Sanderphil Urban Observatory, Civitavecchia"
,"Sandia View Observatory, Rio Rancho",H03,,"Sandia View Observatory, Rio Rancho"
,"Sandlot Observatory, Scranton",H36,,"Sandlot Observatory, Scranton"
,Sandvreten Observatory,L11,,Sandvreten Observatory
,Sanglok,193,,Sanglok
,Sankt Andreasberg Observatory,,,Sankt Andreasberg Observatory
,Sant Celoni,B70,,Sant Celoni
,Sant Gervasi Observatory,A90,,Sant Gervasi Observatory
,Sant Marti Sesgueioles,C71,,Sant Marti Sesgueioles
,Santa Coloma de Gramenet,B99,,Santa Coloma de Gramenet
,Santa Fe,H04,,Santa Fe
,Santa Lucia Stroncone,589,,Santa Lucia Stroncone
,Santa Mama,B38,,Santa Mama
,Santa Maria a Monte,A29,,Santa Maria a Monte
,Santa Maria de Montmagastrell,B74,,Santa Maria de Montmagastrell
,Santa Pola,J49,,Santa Pola
,"Santana Observatory, Rancho Cucamonga",646,,"Santana Observatory, Rancho Cucamonga"
,Santiago-Cerro Calan,806,,Santiago-Cerro Calan
,Santiago-Cerro El Roble,805,,Santiago-Cerro El Roble
,Santiago-Quinta Normal (1862-1920),813,,Santiago-Quinta Normal (1862-1920)
,Santiago-San Bernardo,804,,Santiago-San Bernardo
,Santiago-Santa Lucia (1849-1861),815,,Santiago-Santa Lucia (1849-1861)
SAO,Smithsonian Astrophysical Observatory,,,SAO
,Sapporo Science Center,397,,Sapporo Science Center
,"SARA Observatory, Kitt Peak",G82,,"SARA Observatory, Kitt Peak"
,Saratov,128,,Saratov
SAS-2,Small Astronomy Satellite 2,,,SAS-2
SAS-3,Small Astronomy Satellite 3,,,SAS-3
,Sassoeiros,955,,Sassoeiros
,"SATINO Remote Observatory, Haute Provence",C95,,"SATINO Remote Observatory, Haute Provence"
,"Sauro Donati Astronomical Observatory, San Vito",233,,"Sauro Donati Astronomical Observatory, San Vito"
,Savelli Observatory,K96,,Savelli Observatory
,Savigny-le-Temple,B00,,Savigny-le-Temple
,"Sayan Solar Observatory, Irkutsk",C48,,"Sayan Solar Observatory, Irkutsk"
,Sayan Spectrographic Cosmic Ray Complex,,,Sayan Spectrographic Cosmic Ray Complex
,"Sayre Observatory, South Bethlehem",775,,"Sayre Observatory, South Bethlehem"
,Scandicci,211,,Scandicci
,Schaerding,241,,Schaerding
,"Schafmatt Observatory, Aarau",B77,,"Schafmatt Observatory, Aarau"
,Schela Observatory,L23,,Schela Observatory
,Scheuren Observatory,072,,Scheuren Observatory
,Schiaparelli Observatory,204,,Schiaparelli Observatory
,Schmelz,K24,,Schmelz
,Schwerin,550,,Schwerin
SDSS,Sloan Digital Sky Survey,,,SDSS
,Sedgefield,581,,Sedgefield
,"Seeberg Observatory, Gotha (1787-1857)",279,,"Seeberg Observatory, Gotha (1787-1857)"
,Seewalchen,563,,Seewalchen
,Segorbe,J00,,Segorbe
,Sendai Astronomical Observatory,D93,,Sendai Astronomical Observatory
,Sendai Municipal Observatory,893,,Sendai Municipal Observatory
,"Sendai Observatory, Ayashi Station",391,,"Sendai Observatory, Ayashi Station"
,Sendling,117,,Sendling
,Senftenberger Sternwarte,640,,Senftenberger Sternwarte
,Sengamine,410,,Sengamine
,Serra La Nave,559,,Serra La Nave
,Serra Observatory,K39,,Serra Observatory
,Seven Hills Observatory,,,Seven Hills Observatory
,Seveso,C24,,Seveso
,SFA Observatory,740,,SFA Observatory
SFO,San Fernando Observatory,,,SFO
,'s-Gravenwezel,145,,'s-Gravenwezel
,"SGT Observatory, Gaflenz",L03,,"SGT Observatory, Gaflenz"
,Shamakhi Astrophysical Observatory,,,Shamakhi Astrophysical Observatory
,"Shandong University Observatory, Weihai",D39,,"Shandong University Observatory, Weihai"
,Shangai Astronomical Observatory,,,Shangai Astronomical Observatory
,"Shattuck Observatory, Hanover",307,,"Shattuck Observatory, Hanover"
,Shenton Park,D21,,Shenton Park
,Sherbrooke,G25,,Sherbrooke
,Sherwood Observatory,,,Sherwood Observatory
,"Sheshan, formerly Zo-Se",337,,"Sheshan, formerly Zo-Se"
,Shimada,384,,Shimada
,Shimotsuma,357,,Shimotsuma
,Shinshiro,Q11,,Shinshiro
,Shishikui,342,,Shishikui
,Shizuoka,883,,Shizuoka
,Siding Spring Observatory,413,,Siding Spring Observatory
,Siding Spring Observatory-DSS,260,,Siding Spring Observatory-DSS
,Siding Spring Survey,E12,,Siding Spring Survey
,Siding Spring-Faulkes Telescope South,E10,,Siding Spring-Faulkes Telescope South
,"Siding Spring-Janess-G, JAXA",Q66,,"Siding Spring-Janess-G, JAXA"
,Siding Spring-LCO A,Q63,,Siding Spring-LCO A
,Siding Spring-LCO B,Q64,,Siding Spring-LCO B
,Siding Spring-LCO Clamshell #1,Q58,,Siding Spring-LCO Clamshell #1
,Siding Spring-LCO Clamshell #2,Q59,,Siding Spring-LCO Clamshell #2
,Sidmouth Observatory,,,Sidmouth Observatory
,Sidoli,I35,,Sidoli
,Siegen,510,,Siegen
,Siena,B98,,Siena
,Sierra Nevada Observatory,J86,,Sierra Nevada Observatory
,Sierra Remote Observatories,G80,,Sierra Remote Observatories
,Sierra Sinagua Observatory,V10,,Sierra Sinagua Observatory
,Sierra Stars Observatory,G68,,Sierra Stars Observatory
,Silesian Planetarium and Astronomical Observatory,,,Silesian Planetarium and Astronomical Observatory
,Silver Spring,H85,,Silver Spring
,SIM,,,SIM
,Simeiz Observatory,,,Simeiz Observatory
,Simon Stevin,505,,Simon Stevin
,Sinsen,142,,Sinsen
,"Sintini Observatory, Alfonsine",B46,,"Sintini Observatory, Alfonsine"
,Skalnate Pleso,056,,Skalnate Pleso
,Skalnate Pleso Observatory,,,Skalnate Pleso Observatory
,Skibotn,093,,Skibotn
,"Sky Vistas Observatory, Eichgraben",C14,,"Sky Vistas Observatory, Eichgraben"
,"Skybor Observatory, Borja",Z63,,"Skybor Observatory, Borja"
,Skygems Namibia Remote Observatory,L81,,Skygems Namibia Remote Observatory
,Skylab,,,Skylab
,Skyledge Observatory,W77,,Skyledge Observatory
,"Skylive Observatory, Catania",B40,,"Skylive Observatory, Catania"
,Slooh.com Canary Islands Observatory,G40,,Slooh.com Canary Islands Observatory
,"Slooh.com Chile Observatory, La Dehesa",W88,,"Slooh.com Chile Observatory, La Dehesa"
,"Slope Rock Observatory, Hyvinkaa",B64,,"Slope Rock Observatory, Hyvinkaa"
SMART-1,Small Mission for Advanced Research in Technology 1,,,SMART-1
,Smith College Observatory,438,,Smith College Observatory
,Smith Observatory,,,Smith Observatory
,Smith River Observatory,459,,Smith River Observatory
SMM,Solar Maximum Mission,,,SMM
,Smolecin,L25,,Smolecin
SNOE,Student Nitric Oxide Explorer,,,SNOE
,Snohomish Hilltop Observatory,909,,Snohomish Hilltop Observatory
SOAR,Southern Astrophysical Research Telescope,,,SOAR
,"SOAR, Cerro Pachon",I33,,"SOAR, Cerro Pachon"
,Sobaeksan Optical Astronomy Observatory,345,,Sobaeksan Optical Astronomy Observatory
,Soerth,B72,,Soerth
SOFIA,Stratospheric Observatory for Infrared Astronomy,,,SOFIA
,Sogel,A20,,Sogel
,SOHO,249,,SOHO
SOHO,Solar and Heliospheric Observatory,,,SOHO
,Soisy-sur-Seine,614,,Soisy-sur-Seine
,Sola Fide Observatory,,,Sola Fide Observatory
,Solar-B,,,Solar-B
,"Solaris Observatory, Luczanowice",B63,,"Solaris Observatory, Luczanowice"
,Solingen,592,,Solingen
,Sollies-Pont,479,,Sollies-Pont
,Sommers-Bausch Observatory,463,,Sommers-Bausch Observatory
,"SON, San Pedro de Atacama Station",W99,,"SON, San Pedro de Atacama Station"
,"SONEAR Observatory, Oliveira",Y00,,"SONEAR Observatory, Oliveira"
,Sonneberg,031,,Sonneberg
,"Sonoita Research Observatory, Sonoita",G93,,"Sonoita Research Observatory, Sonoita"
,Sonoma State Observatory,,,Sonoma State Observatory
,"Sonoran Skies Observatory, St. David",G94,,"Sonoran Skies Observatory, St. David"
,Sooke,655,,Sooke
,Sopot Astronomical Observatory,K90,,Sopot Astronomical Observatory
,Sormano,587,,Sormano
,Sormano 2 Observatory,L06,,Sormano 2 Observatory
,South African Astronomical Observatory,,,South African Astronomical Observatory
,"South Observatory, Clanfield",J84,,"South Observatory, Clanfield"
,South Wonston,979,,South Wonston
,Southend Bradfield,964,,Southend Bradfield
,Southern African Large Telescope,B31,,Southern African Large Telescope
,Southern Utsunomiya,Q21,,Southern Utsunomiya
,Southwater,Z15,,Southwater
,Space Hard X-ray Modulation Telescope,,,Space Hard X-ray Modulation Telescope
,"Space Surveillance Telescope, Atom Site",G45,,"Space Surveillance Telescope, Atom Site"
,"Space Tracking and Communications Center, JAXA",P93,,"Space Tracking and Communications Center, JAXA"
,Space VLBI,,,Space VLBI
,Spanish National Observatory,,,Spanish National Observatory
,Spartan 1,,,Spartan 1
,Special Astrophysical Observatory of the Russian Academy of Sciences,,,Special Astrophysical Observatory of the Russian Academy of Sciences
,"SPECULOOS-South Observatory, Paranal",W75,,"SPECULOOS-South Observatory, Paranal"
,Sperry Observatory,,,Sperry Observatory
,SPHEREx,,,SPHEREx
,Spirit Marsh Observatory. Sauk Centre,V78,,Spirit Marsh Observatory. Sauk Centre
Spitzer,Spitzer Space Telescope,SIRTF,,Spitzer
,Spitzer Space Telescope,245,,Spitzer Space Telescope
,SpringBok Observatory,L80,,SpringBok Observatory
,Springe,597,,Springe
,Springfield Observatory,,,Springfield Observatory
,Sproul Observatory,,,Sproul Observatory
SPT,South Pole Telescope,,,SPT
,"Squirrel Valley Observatory, Columbus",W34,,"Squirrel Valley Observatory, Columbus"
SRG/eROSITA,Spectrum-Roentgen-Gamma/extended Roentgen Survey with an Imaging Telescope Array,,,SRG/eROSITA
SSO,Solar Space Telescope,,,SSO
,St Pardon de Conques,I93,,St Pardon de Conques
,St. Andrews,482,,St. Andrews
,"St. Clotilde, Reunion",173,,"St. Clotilde, Reunion"
,"St. George Observatory, Ploiesti",L15,,"St. George Observatory, Ploiesti"
,St. Mellons,Z86,,St. Mellons
,St. Michel sur Meurthe,164,,St. Michel sur Meurthe
,"St. Paul, Reunion",182,,"St. Paul, Reunion"
,St. Polten,082,,St. Polten
,St. Thomas Observatory,,,St. Thomas Observatory
,St. Veran,615,,St. Veran
,ST4/Champollion,,,ST4/Champollion
,Stakenbridge,494,,Stakenbridge
,Stamford,796,,Stamford
,Stammersdorf,A97,,Stammersdorf
,Stanley Laver Observatory,Z87,,Stanley Laver Observatory
,Star Cruiser Observatory,444,,Star Cruiser Observatory
,"Star Ridge Observatory, Weimar",H31,,"Star Ridge Observatory, Weimar"
,Stardome Observatory,,,Stardome Observatory
,"Stardreams Observatory, Valenii de Munte",L16,,"Stardreams Observatory, Valenii de Munte"
,Stardust,,,Stardust
,"Stardust Observatory, Brasov",L13,,"Stardust Observatory, Brasov"
,Stargazer,,,Stargazer
,"Starhoo Observatory, Lakeville",I28,,"Starhoo Observatory, Lakeville"
,Starkenburg Observatory,,,Starkenburg Observatory
,"Starkenburg Sternwarte, Heppenheim",611,,"Starkenburg Sternwarte, Heppenheim"
,Starkenburg Sternwarte-SOHAS,A22,,Starkenburg Sternwarte-SOHAS
,"Starlab Observatory, Karachay-Cherkessia",183,,"Starlab Observatory, Karachay-Cherkessia"
,"Starry Knight Observatory, Coto de Caza",G75,,"Starry Knight Observatory, Coto de Caza"
,"Starry Night Observatory, Columbus",V70,,"Starry Night Observatory, Columbus"
,"Starry Wanderer Observatory, Baran'",C36,,"Starry Wanderer Observatory, Baran'"
,Starsbourg Observatory,,,Starsbourg Observatory
,"Stazione Astronomica Betelgeuse, Magnago",B75,,"Stazione Astronomica Betelgeuse, Magnago"
,Stazione Astronomica di Sozzago,A12,,Stazione Astronomica di Sozzago
,"Stazione Osservativa Astronomica, Livorno",A66,,"Stazione Osservativa Astronomica, Livorno"
,Stefanik's Observatory,,,Stefanik's Observatory
,Stellarium Gornergrat,K29,,Stellarium Gornergrat
,Stephens Memorial Observatory,,,Stephens Memorial Observatory
,STEREO,,,STEREO
,STEREO-A,C49,,STEREO-A
,STEREO-B,C50,,STEREO-B
,"Sterni Observatory, Kempten",A89,,"Sterni Observatory, Kempten"
,Sternwarte Eckdorf,K28,,Sternwarte Eckdorf
,"Sternwarte Feuerstein, Ebermannstadt",K50,,"Sternwarte Feuerstein, Ebermannstadt"
,Sternwarte Hagen,B86,,Sternwarte Hagen
,"Sternwarte Limburg, Limburg",L56,,"Sternwarte Limburg, Limburg"
,"Sternwarte Mirasteilas, Falera",B67,,"Sternwarte Mirasteilas, Falera"
,"Sternwarte Neanderhoehe Hochdahl e.V., Erkrath",C31,,"Sternwarte Neanderhoehe Hochdahl e.V., Erkrath"
,Sternwarte Saarbruecken Rastpfuhl,L40,,Sternwarte Saarbruecken Rastpfuhl
,"Sternwarte Schonfeld, Dresden",B76,,"Sternwarte Schonfeld, Dresden"
,"Sterrenwacht Andromeda, Meppel",B97,,"Sterrenwacht Andromeda, Meppel"
,Steward Observatory,,,Steward Observatory
,"Steward Observatory, Kitt Peak-Spacewatch",691,,"Steward Observatory, Kitt Peak-Spacewatch"
,"Steward Observatory, Mt. Lemmon Station",I52,,"Steward Observatory, Mt. Lemmon Station"
,"Steward Observatory, Tucson",692,,"Steward Observatory, Tucson"
,Stia,A78,,Stia
,Stixendorf,A71,,Stixendorf
,Stjerneborg,,,Stjerneborg
,"St-Martin Observatory, Amathay Vesigneux",K27,,"St-Martin Observatory, Amathay Vesigneux"
,Stockholm (before 1931),050,,Stockholm (before 1931)
,Stockholm Observatory,,,Stockholm Observatory
,Stockholm-Saltsjobaden,052,,Stockholm-Saltsjobaden
,Stockport,427,,Stockport
,Stokesville Observatory,,,Stokesville Observatory
,"Stone Edge Observatory, El Verano",G52,,"Stone Edge Observatory, El Verano"
,"Stone Finder Observatory, Calgary",647,,"Stone Finder Observatory, Calgary"
,Stone Observatory,,,Stone Observatory
,"Stonegate Observatory, Ann Arbor",H67,,"Stonegate Observatory, Ann Arbor"
,Stony Ridge,671,,Stony Ridge
,Stonyhurst Observatory,,,Stonyhurst Observatory
,Stowupland,C37,,Stowupland
,Strasbourg,522,,Strasbourg
,"Strawberry Field Obs., Southampton",J88,,"Strawberry Field Obs., Southampton"
,Stull Observatory,,,Stull Observatory
,"Stull Observatory, Alfred University",784,,"Stull Observatory, Alfred University"
,Stuttgart Observatory,025,,Stuttgart Observatory
,Stuttgart-Hoffeld,153,,Stuttgart-Hoffeld
Subaru,Subaru Telescope,,,Subaru
,"Submillimeter Array (Mauna Kea, HI)",,,"Submillimeter Array (Mauna Kea, HI)"
,"Submillimeter Array, Mauna Kea (SMA)",T10,,"Submillimeter Array, Mauna Kea (SMA)"
,Sudbury,817,,Sudbury
,Sudbury Neutrion Observatory,,,Sudbury Neutrion Observatory
,Sukagawa,Q23,,Sukagawa
,"Sulphur Flats Observatory, La Cueva",H02,,"Sulphur Flats Observatory, La Cueva"
,Sumoto,361,,Sumoto
,"Sunflower Observatory, Olathe",739,,"Sunflower Observatory, Olathe"
,"Sunflower Observatory, Santa Fe",I49,,"Sunflower Observatory, Santa Fe"
,"Sunhill Observatory, Newton",H99,,"Sunhill Observatory, Newton"
,"Sunriver Nature Center Observatory, Sunriver",G62,,"Sunriver Nature Center Observatory, Sunriver"
,Sunriver Observatory,,,Sunriver Observatory
,"Suntopia Marina, Sumoto",D61,,"Suntopia Marina, Sumoto"
,"Sura Gardens, Dnipro",L55,,"Sura Gardens, Dnipro"
,Sutherland,K94,,Sutherland
,Sutherland-LCO A,K91,,Sutherland-LCO A
,Sutherland-LCO Aqawan A #1,L09,,Sutherland-LCO Aqawan A #1
,Sutherland-LCO B,K92,,Sutherland-LCO B
,Sutherland-LCO C,K93,,Sutherland-LCO C
,Suzaku,Astro-EII,,Suzaku
,"SVH Observatory, Blairstown",W66,,"SVH Observatory, Blairstown"
,"SW Institute for Space Research, Cloudcroft",921,,"SW Institute for Space Research, Cloudcroft"
,Swan Hill,Q38,,Swan Hill
SWAS,Submillimenter Wave Astronomy Satellite,,,SWAS
,"Swedenborg Obs., Bockholmwik",A68,,"Swedenborg Obs., Bockholmwik"
,"SWF Observatory, South Woodham Ferrers",G09,,"SWF Observatory, South Woodham Ferrers"
Swift,Neil Gehrels Swift Observatory,,,Swift
,Swift,C52,,Swift
,"Swilken Brae, St. Andrews",441,,"Swilken Brae, St. Andrews"
,Swiss Observatory for Polychron and Astronomy,,,Swiss Observatory for Polychron and Astronomy
SXG,Spectrum X-Gamma,,,SXG
,Sydney Observatory,420,,Sydney Observatory
,Szamotuly-Galowo,B30,,Szamotuly-Galowo
,Szeged Observatory,629,,Szeged Observatory
,"Table Mountain Observatory, Wrightwood",673,,"Table Mountain Observatory, Wrightwood"
,"Table Mountain Observatory, Wrightwood-PHMC",654,,"Table Mountain Observatory, Wrightwood-PHMC"
,"Tacande Observatory, La Palma",J22,,"Tacande Observatory, La Palma"
,Tacubaya Observatory,,,Tacubaya Observatory
,Taeduk Radio Astronomy Observatory,,,Taeduk Radio Astronomy Observatory
,Tajimi,901,,Tajimi
,"Takanezawa, Tochigi",D94,,"Takanezawa, Tochigi"
,Takapuna,465,,Takapuna
,"Talcott Mountain Science Center, Avon",H97,,"Talcott Mountain Science Center, Avon"
,"Tamaris Observatoire, La Seyne sur Mer",202,,"Tamaris Observatoire, La Seyne sur Mer"
,Tamke-Allan Observatory,,,Tamke-Allan Observatory
,Tamworth,418,,Tamworth
,"Tangra Observatory, St. Clair",E24,,"Tangra Observatory, St. Clair"
,"Tarbatness Observatory, Portmahomack",I81,,"Tarbatness Observatory, Portmahomack"
,Tarija,820,,Tarija
,"Tarleton State University Obs., Stephenville",I43,,"Tarleton State University Obs., Stephenville"
,Tartu,075,,Tartu
,Tartu Observatory of Tartu University,L75,,Tartu Observatory of Tartu University
,Tarzana,U72,,Tarzana
,Tashkent,192,,Tashkent
,"Tataka, Mt. Yu-Shan National Park",D36,,"Tataka, Mt. Yu-Shan National Park"
,Taunton,803,,Taunton
,"Taunus Observatory, Frankfurt",B01,,"Taunus Observatory, Frankfurt"
,"Taurus Australis Observatory, Brasilia",I66,,"Taurus Australis Observatory, Brasilia"
,"Taurus Hill Observatory, Varkaus",A95,,"Taurus Hill Observatory, Varkaus"
,"Taylor Range Observatory, Brisbane",425,,"Taylor Range Observatory, Brisbane"
,Tbilisi,125,,Tbilisi
TD-1,Thor-Delta 1A,,,TD-1
,"Tebbutt Observatory, Edgewood",858,,"Tebbutt Observatory, Edgewood"
,"TechDome, Mayhill",H12,,"TechDome, Mayhill"
,Teide Observatory,,,Teide Observatory
,Teide Observatory,954,,Teide Observatory
,"Telescope Live, El Sauce",X02,,"Telescope Live, El Sauce"
,Telford,985,,Telford
,Temecula,650,,Temecula
,Temecula,G81,,Temecula
,Ten Acre Observatory,,,Ten Acre Observatory
,Tenagra II Observatory,926,,Tenagra II Observatory
,"Tenagra Observatory, Cottage Grove",848,,"Tenagra Observatory, Cottage Grove"
,Tenerife-LCO Aqawan A #1,Z21,,Tenerife-LCO Aqawan A #1
,Tenerife-LCO Aqawan A #2,Z17,,Tenerife-LCO Aqawan A #2
,Tenma,,,Tenma
,Tentlingen,A16,,Tentlingen
,Teplice Observatory,K62,,Teplice Observatory
,Terra,,,Terra
,Terrassa,C35,,Terrassa
,Terre Haute,H22,,Terre Haute
TERRIERS,Topographic Experiment Using Radiative Recombinative Ionospheric EUV and Rad Radio Sources,,,TERRIERS
,Terskol,B18,,Terskol
,Terskol Peak Observatory,,,Terskol Peak Observatory
,TESS,C57,,TESS
TESS,Transiting Exoplanet Survey Satellite,,,TESS
,Texas A&M Astronomical Observatory,,,Texas A&M Astronomical Observatory
,"Texas A&M Physics Observatory, College Station",H32,,"Texas A&M Physics Observatory, College Station"
,Thai National Observatory,,,Thai National Observatory
,"The Bradstreet Observatory, St. Davids",923,,"The Bradstreet Observatory, St. Davids"
,"The Cottage Observatory, Altoona",I46,,"The Cottage Observatory, Altoona"
,"The Dam Observatory (Lake Tschida, ND)",,,"The Dam Observatory (Lake Tschida, ND)"
,The Heights Observatory (South Australia),,,The Heights Observatory (South Australia)
,"The Ranch Observatory, Lakewood",V36,,"The Ranch Observatory, Lakewood"
,"The Spaceguard Centre, Knighton",J26,,"The Spaceguard Centre, Knighton"
,"The Studios Observatory, Grantham",Z52,,"The Studios Observatory, Grantham"
,THEMIS,,,THEMIS
,Theodore Jacobsen Observatory,,,Theodore Jacobsen Observatory
,"Thomas G. Cupillari Observatory, Fleetville",I17,,"Thomas G. Cupillari Observatory, Fleetville"
,"Thomas More College Observatory, Crestview Hills",H64,,"Thomas More College Observatory, Crestview Hills"
,Thompson Observatory,,,Thompson Observatory
,Thompsonville,H53,,Thompsonville
,Thornlands,E27,,Thornlands
,Thornton,713,,Thornton
,"Three Buttes Observatory, Tucson",G90,,"Three Buttes Observatory, Tucson"
,Tien Shan Astronomical Observatory,,,Tien Shan Astronomical Observatory
,Tien-Shan Astronomical Observatory,N42,,Tien-Shan Astronomical Observatory
,"Tigh Speuran Observatory, Framingham",I14,,"Tigh Speuran Observatory, Framingham"
,"Tiki Observatory, Punaauia",F85,,"Tiki Observatory, Punaauia"
,"Timberlake Observatory, Oakton",H83,,"Timberlake Observatory, Oakton"
,"Timberland Observatory, Decatur",922,,"Timberland Observatory, Decatur"
,"Timberline Observatory, Urbandale",H38,,"Timberline Observatory, Urbandale"
,Tivoli,194,,Tivoli
,"TLC Observatory, Bologna",600,,"TLC Observatory, Bologna"
,"Toby Point Observatory, Narragansett",464,,"Toby Point Observatory, Narragansett"
,"Tocororo Observatory, Arquillinos",J60,,"Tocororo Observatory, Arquillinos"
,Tokai,879,,Tokai
,Tokushima,872,,Tokushima
,Tokyo (before 1938),389,,Tokyo (before 1938)
,Tokyo-Asahikawa,395,,Tokyo-Asahikawa
,Tokyo-Dodaira,387,,Tokyo-Dodaira
,Tokyo-Kiso,381,,Tokyo-Kiso
,Tokyo-Mitaka,388,,Tokyo-Mitaka
,Tokyo-Norikura,382,,Tokyo-Norikura
,Tokyo-Okayama,371,,Tokyo-Okayama
,Toma,899,,Toma
,Tomsk,236,,Tomsk
,Tooele,718,,Tooele
,Toronto,777,,Toronto
,Torredembarra,A03,,Torredembarra
,Tortona,A61,,Tortona
,Torun-Piwnice,092,,Torun-Piwnice
,"Torus Observatory, Buckley",653,,"Torus Observatory, Buckley"
,Tosa,869,,Tosa
,Tosa,D70,,Tosa
,Toulouse,004,,Toulouse
,Toulouse Observatory,,,Toulouse Observatory
,Toyama,908,,Toyama
,Toyonaka,340,,Toyonaka
,Toyota,881,,Toyota
,TRACE,,,TRACE
,Tradate,B39,,Tradate
,"Transit Dreams Observatory, Campobello",W33,,"Transit Dreams Observatory, Campobello"
,"TRAPPIST-North, Oukaimeden",Z53,,"TRAPPIST-North, Oukaimeden"
,Traunstein,065,,Traunstein
,Trebur,239,,Trebur
,"Trent Astronomical Observatory, Clifton",J06,,"Trent Astronomical Observatory, Clifton"
,Tres Cantos Observatory,J89,,Tres Cantos Observatory
,Trieste,038,,Trieste
,Trieste Observatory,,,Trieste Observatory
,"TRT-NEO, Chiangmai",O37,,"TRT-NEO, Chiangmai"
,Tsingtao,334,,Tsingtao
,"Tsingtao field station, Xisha Islands",312,,"Tsingtao field station, Xisha Islands"
,TUBITAK National Observatory,A84,,TUBITAK National Observatory
,"Tucci Observatory, Martos",J35,,"Tucci Observatory, Martos"
,Tucson-Winterhaven,G86,,Tucson-Winterhaven
TUES,Tuebingen Echelle Spetrograph,,,TUES
,"Tumamoc Hill, Tucson",694,,"Tumamoc Hill, Tucson"
,Tuorla Observatory,,,Tuorla Observatory
,Turin,K34,,Turin
,Turin (before 1913),475,,Turin (before 1913)
,Turin Observatory,,,Turin Observatory
,Turitea,E87,,Turitea
,Turku,062,,Turku
,Turku-Kevola,064,,Turku-Kevola
,Turku-Tuorla,063,,Turku-Tuorla
,"Tweenhills Observatory, Hartpury",J68,,"Tweenhills Observatory, Hartpury"
,TWINS,,,TWINS
,Tyrone,H00,,Tyrone
,Tzec Maun Cloudcroft Facility,V29,,Tzec Maun Cloudcroft Facility
,"Tzec Maun Observatory, Mayhill",H10,,"Tzec Maun Observatory, Mayhill"
,"Tzec Maun Observatory, Moorook",D96,,"Tzec Maun Observatory, Moorook"
,"Tzec Maun Observatory, Pingelly (before 2010)",D25,,"Tzec Maun Observatory, Pingelly (before 2010)"
,"U. of Minn. Infrared Obs., Mt. Lemmon",686,,"U. of Minn. Infrared Obs., Mt. Lemmon"
,"U.S. Naval Academy, Michelson",866,,"U.S. Naval Academy, Michelson"
,"U.S. Naval Obs., Washington (before 1893)",787,,"U.S. Naval Obs., Washington (before 1893)"
,"U.S. Naval Obs., Washington (since 1893)",786,,"U.S. Naval Obs., Washington (since 1893)"
,"U.S. Naval Observatory, Flagstaff",689,,"U.S. Naval Observatory, Flagstaff"
,"UAS-ISON Observatory, Cosala",V26,,"UAS-ISON Observatory, Cosala"
,Uccle,012,,Uccle
,Udaipur Solar Observatory,,,Udaipur Solar Observatory
,Uenohara,376,,Uenohara
,Uhuru,,,Uhuru
,"Uiterstegracht Station, Leiden",C70,,"Uiterstegracht Station, Leiden"
,"UJA Observatory, Jaen",L83,,"UJA Observatory, Jaen"
UKIRT,United Kingdom Infrared Telescope,,,UKIRT
,Ukrainian T-shaped Radio telescope,,,Ukrainian T-shaped Radio telescope
,"ULTRA Observatory,Suzhou",P36,,"ULTRA Observatory,Suzhou"
,Ultraviolet Imaging Telescope,,,Ultraviolet Imaging Telescope
,Ulugh Beg Observatory,,,Ulugh Beg Observatory
,Ulysses,,,Ulysses
,"Umbrella Observatory, Fredenbeck",243,,"Umbrella Observatory, Fredenbeck"
,"Underwood Observatory, Hubbardston",914,,"Underwood Observatory, Hubbardston"
,"Univ. of Southern Queensland Obs., Mt. Kent",E22,,"Univ. of Southern Queensland Obs., Mt. Kent"
,Universidad de Monterrey,720,,Universidad de Monterrey
,Universion of London Observatory,,,Universion of London Observatory
,University Hills,G72,,University Hills
,University of Alabama Observatory,,,University of Alabama Observatory
,"University of Central Arkansas Obs., Conway",H50,,"University of Central Arkansas Obs., Conway"
,"University of Hertfordshire Obs., Bayfordbury",J33,,"University of Hertfordshire Obs., Bayfordbury"
,University of Illinois Astronomical Observatory,,,University of Illinois Astronomical Observatory
,University of Maryland Observatory,,,University of Maryland Observatory
,University of Michigan-Dearborn Observatory,,,University of Michigan-Dearborn Observatory
,"University of Minnesota, Minneapolis",743,,"University of Minnesota, Minneapolis"
,"University of Narino Observatory, Pasto",H78,,"University of Narino Observatory, Pasto"
,University of New Hampshire Observatory,,,University of New Hampshire Observatory
,University of North Alabama Observatory,,,University of North Alabama Observatory
,"University of North Dakota, Grand Forks",730,,"University of North Dakota, Grand Forks"
,"University of Oklahoma Observatory, Norman",H30,,"University of Oklahoma Observatory, Norman"
,University of Oklahome Observatory,,,University of Oklahome Observatory
,University of Puerto Rico at Humacao Observatory,,,University of Puerto Rico at Humacao Observatory
,"University of Rhode Island, Quonochontaug",792,,"University of Rhode Island, Quonochontaug"
,"University of Szeged, Piszkesteto Stn. (Konkoly)",461,,"University of Szeged, Piszkesteto Stn. (Konkoly)"
,University of the Andes station,302,,University of the Andes station
,"Untermenzing Observatory, Munich",195,,"Untermenzing Observatory, Munich"
,Upice,166,,Upice
,Uppsala Astronomical Observatory,549,,Uppsala Astronomical Observatory
,Uppsala-Angstrom,A49,,Uppsala-Angstrom
,Uppsala-Kvistaberg,049,,Uppsala-Kvistaberg
